,date,baseline_full,event_full,baseline_window,event_window,baseline_peak_demand,event_peak_demand,baseline_cost,event_cost,event_peak_temp,baseline_peak_temp,savings,event_energy_savings
0,2018-06-12,187560.0,49080.0,65160.0,15240.0,21600.0,5280.0,0.0,0.0,93.49970000000002,101.99970500000003,0.0,49920.0
1,2018-06-13,187560.0,71880.0,65160.0,14520.0,21600.0,16320.0,0.0,0.0,99.87519650000004,101.99970500000003,0.0,50640.0
2,2018-07-10,0.0,114480.0,0.0,51240.0,,23040.0,0.0,0.0,96.62530100000006,97.00033100000007,0.0,-51240.0
3,2018-07-16,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,100.66640600000005,97.00033100000007,0.0,0.0
4,2018-07-17,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,100.99970600000005,97.00033100000007,0.0,0.0
5,2018-07-19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,103.8749,97.00033100000007,0.0,0.0
6,2018-07-24,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,90.33329000000003,97.00033100000007,0.0,0.0
7,2018-07-25,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,87.87481700000005,97.00033100000007,0.0,0.0
8,2018-07-27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,87.25010900000001,97.00033100000007,0.0,0.0
