,date,baseline_full,event_full,baseline_window,event_window,baseline_peak_demand,event_peak_demand,baseline_cost,event_cost,event_peak_temp,baseline_peak_temp,savings,event_energy_savings
0,2018-06-12,72920.0,107200.0,19600.0,32480.0,4640.0,11360.0,0.0,0.0,75.37505000000003,71.72960000000006,0.0,-12880.0
1,2018-06-13,72920.0,102840.0,19600.0,35760.0,4640.0,15680.0,0.0,0.0,74.73470000000006,71.72960000000006,0.0,-16160.0
2,2018-07-10,72920.0,104800.0,19600.0,34440.0,4640.0,16320.0,0.0,0.0,76.32882500000005,71.72960000000006,0.0,-14840.0
3,2018-07-16,70680.0,70640.0,19680.0,17280.0,4320.0,6080.0,0.0,0.0,66.84530000000001,71.06000000000009,0.0,2400.0
4,2018-07-17,70680.0,78080.0,19680.0,20880.0,4320.0,4960.0,0.0,0.0,68.15255000000002,71.06000000000009,0.0,-1200.0
5,2018-07-19,70680.0,76280.0,19680.0,21840.0,4320.0,6240.0,0.0,0.0,68.27000000000001,71.06000000000009,0.0,-2160.0
6,2018-07-24,70680.0,72480.0,19680.0,19400.0,4320.0,4960.0,0.0,0.0,69.66500000000005,71.06000000000009,0.0,280.0
7,2018-07-25,70680.0,68160.0,19680.0,19680.0,4320.0,4480.0,0.0,0.0,71.48480000000004,71.06000000000009,0.0,0.0
8,2018-07-27,70680.0,63880.0,19680.0,17520.0,4320.0,4320.0,0.0,0.0,64.54535000000003,71.06000000000009,0.0,2160.0
